step,sim_time_sec,scenario_id,system_type,run_id,random_seed,arrival_rate,queue_length,completed_tasks,active_cores,batch_size,cw_computational_intensity,dw_data_volume_intensity,vr_utilization_variability,wci_index,cpu_utilization_pct,memory_utilization_pct,throughput_tasks_sec,step_overhead_sec,cumulative_overhead_sec
6,6,S2,BASELINE,1,1001,82,0,506,4,32,0.7994,0.8022,0.3441,0.7094,49.17,19.56,82,0,0
7,7,S2,BASELINE,1,1001,75,0,581,4,32,0.7838,0.806,0.2534,0.6855,45.17,20.04,75,0,0
8,8,S2,BASELINE,1,1001,80,0,661,4,32,0.8001,0.7929,0.4006,0.7177,47.21,19.58,80,0,0
9,9,S2,BASELINE,1,1001,76,0,737,4,32,0.7879,0.788,0.2643,0.6832,43.87,19.66,76,0,0
10,10,S2,BASELINE,1,1001,82,0,819,4,32,0.8151,0.7781,0.3477,0.7087,50.11,19.53,82,0,0
11,11,S2,BASELINE,1,1001,66,0,885,4,32,0.8364,0.8046,0.2344,0.7049,38.99,19.69,66,0,0
12,12,S2,BASELINE,1,1001,81,0,966,4,32,0.8524,0.7544,0.2724,0.7021,47.21,19.09,81,0,0
13,13,S2,BASELINE,1,1001,72,0,1038,4,32,0.7892,0.7584,0.2558,0.6717,38.72,19.16,72,0,0
14,14,S2,BASELINE,1,1001,77,0,1115,4,32,0.8099,0.7823,0.3609,0.7104,45.84,19.56,77,0,0
15,15,S2,BASELINE,1,1001,81,0,1196,4,32,0.857,0.7607,0.35,0.7219,48.31,19.16,81,0,0
16,16,S2,BASELINE,1,1001,96,0,1292,4,32,0.8149,0.8231,0.3817,0.7311,54.22,20.17,96,0,0
17,17,S2,BASELINE,1,1001,64,0,1356,4,32,0.8112,0.7679,0.2949,0.6928,40.93,19.32,64,0,0
18,18,S2,BASELINE,1,1001,77,0,1433,4,32,0.8126,0.811,0.2744,0.7044,43.98,19.88,77,0,0
19,19,S2,BASELINE,1,1001,76,0,1509,4,32,0.7974,0.7849,0.2298,0.6795,44.56,19.62,76,0,0
20,20,S2,BASELINE,1,1001,65,0,1574,4,32,0.7925,0.7921,0.2584,0.6856,34.74,19.75,65,0,0
21,21,S2,BASELINE,1,1001,69,0,1643,4,32,0.8027,0.7622,0.2761,0.6832,39.27,19.19,69,0,0
22,22,S2,BASELINE,1,1001,83,0,1726,4,32,0.8247,0.8089,0.2963,0.7135,46.45,19.9,83,0,0
23,23,S2,BASELINE,1,1001,63,0,1789,4,32,0.8188,0.8122,0.2745,0.7076,38.16,19.91,63,0,0
24,24,S2,BASELINE,1,1001,85,0,1874,4,32,0.846,0.7748,0.2565,0.7032,47.13,19.53,85,0,0
25,25,S2,BASELINE,1,1001,78,0,1952,4,32,0.8112,0.7986,0.3122,0.707,45.2,19.59,78,0,0
26,26,S2,BASELINE,1,1001,78,0,2030,4,32,0.7797,0.7781,0.2905,0.6813,46.45,19.59,78,0,0
27,27,S2,BASELINE,1,1001,79,0,2109,4,32,0.8409,0.8046,0.2928,0.7186,43.31,19.77,79,0,0
28,28,S2,BASELINE,1,1001,87,0,2196,4,32,0.8362,0.7773,0.2757,0.7035,49.15,19.48,87,0,0
29,29,S2,BASELINE,1,1001,101,0,2297,4,32,0.8453,0.7899,0.4113,0.7391,58.57,19.51,101,0,0
30,30,S2,BASELINE,1,1001,67,0,2364,4,32,0.8565,0.7811,0.2874,0.7163,38.66,19.42,67,0,0
31,31,S2,BASELINE,1,1001,99,0,2463,4,32,0.8274,0.7737,0.3903,0.7212,57.1,19.53,99,0,0
32,32,S2,BASELINE,1,1001,59,0,2522,4,32,0.809,0.7856,0.2314,0.6853,31.38,19.4,59,0,0
33,33,S2,BASELINE,1,1001,63,0,2585,4,32,0.8117,0.7814,0.2662,0.692,33.64,19.27,63,0,0
34,34,S2,BASELINE,1,1001,91,0,2676,4,32,0.8443,0.8011,0.2655,0.7134,51.93,19.68,91,0,0
35,35,S2,BASELINE,1,1001,71,0,2747,4,32,0.7951,0.7579,0.2297,0.669,37.31,19.27,71,0,0
36,36,S2,BASELINE,1,1001,77,0,2824,4,32,0.7962,0.7897,0.321,0.6989,41.05,19.73,77,0,0
37,37,S2,BASELINE,1,1001,89,0,2913,4,32,0.8348,0.8185,0.3314,0.7284,51.58,20.08,89,0,0
38,38,S2,BASELINE,1,1001,65,0,2978,4,32,0.8548,0.7793,0.3447,0.7264,38.56,19.45,65,0,0
39,39,S2,BASELINE,1,1001,64,0,3042,4,32,0.8063,0.745,0.2709,0.6778,35.84,19.11,64,0,0
40,40,S2,BASELINE,1,1001,64,0,3106,4,32,0.8467,0.7478,0.2956,0.7018,37.3,19.03,64,0,0
41,41,S2,BASELINE,1,1001,71,0,3177,4,32,0.7509,0.7773,0.2601,0.662,40.94,19.63,71,0,0
42,42,S2,BASELINE,1,1001,79,0,3256,4,32,0.8012,0.7806,0.2531,0.6844,44.96,19.57,79,0,0
43,43,S2,BASELINE,1,1001,63,0,3319,4,32,0.7556,0.7865,0.2626,0.6678,34.29,19.51,63,0,0
44,44,S2,BASELINE,1,1001,75,0,3394,4,32,0.8158,0.792,0.2943,0.7032,43.88,19.46,75,0,0
45,45,S2,BASELINE,1,1001,69,0,3463,4,32,0.8218,0.7673,0.2868,0.6958,41.9,19.34,69,0,0
46,46,S2,BASELINE,1,1001,78,0,3541,4,32,1,0.7936,0.3474,0.7972,46.55,19.82,78,0,0
47,47,S2,BASELINE,1,1001,77,0,3618,4,32,0.8361,0.7575,0.3063,0.7027,41.98,19.15,77,0,0
48,48,S2,BASELINE,1,1001,78,0,3696,4,32,0.8367,0.7308,0.3169,0.6957,47.55,18.59,78,0,0
49,49,S2,BASELINE,1,1001,71,0,3767,4,32,0.79,0.7617,0.3135,0.6848,40.47,19.33,71,0,0
50,50,S2,BASELINE,1,1001,69,0,3836,4,32,0.7922,0.7986,0.3278,0.7015,39.69,19.83,69,0,0
51,51,S2,BASELINE,1,1001,72,0,3908,4,32,0.8048,0.769,0.3076,0.6928,39.81,19.4,72,0,0
52,52,S2,BASELINE,1,1001,87,0,3995,4,32,1,0.8294,0.2908,0.7984,49.81,20.13,87,0,0
53,53,S2,BASELINE,1,1001,63,0,4058,4,32,0.8196,0.7986,0.343,0.7169,35.3,19.9,63,0,0
54,54,S2,BASELINE,1,1001,79,0,4137,4,32,0.8776,0.8347,0.3729,0.7616,43.9,20.13,79,0,0
55,55,S2,BASELINE,1,1001,72,0,4209,4,32,0.7665,0.7701,0.2789,0.6702,39.63,19.38,72,0,0
56,56,S2,BASELINE,1,1001,71,0,4280,4,32,0.8576,0.7814,0.2422,0.7078,41.69,19.71,71,0,0
57,57,S2,BASELINE,1,1001,78,0,4358,4,32,0.8116,0.7724,0.2817,0.6919,39.56,19.36,78,0,0
58,58,S2,BASELINE,1,1001,73,0,4431,4,32,0.8172,0.792,0.2803,0.701,39.08,19.75,73,0,0
59,59,S2,BASELINE,1,1001,74,0,4505,4,32,0.8321,0.82,0.3467,0.7308,40.16,20.08,74,0,0
0,0,S2,SAMCS,1,1001,66,0,66,6,32,0.8472,0.777,0.3148,0.7162,39.42,19.26,66,1.265,1.265
1,2.26,S2,SAMCS,1,1001,68,0,134,6,32,0.8275,0.7628,0.2509,0.6896,24.7,19.37,68,0.015,1.28
2,3.28,S2,SAMCS,1,1001,66,0,200,6,32,0.8311,0.7834,0.1985,0.6879,20.59,19.67,66,0.015,1.295
3,4.29,S2,SAMCS,1,1001,83,0,283,6,32,0.8173,0.7833,0.2256,0.6871,31.99,19.4,83,0.015,1.31
4,5.31,S2,SAMCS,1,1001,75,0,358,8,32,0.8121,0.7581,0.3041,0.6916,31.2,19.26,75,1.265,2.575
5,7.57,S2,SAMCS,1,1001,66,0,424,8,32,0.8051,0.7772,0.2095,0.6762,19.54,19.45,66,0.015,2.59
6,8.59,S2,SAMCS,1,1001,82,0,506,8,32,0.7994,0.8022,0.2619,0.6929,25.69,19.56,82,0.015,2.605
7,9.6,S2,SAMCS,1,1001,75,0,581,8,32,0.7838,0.806,0.1782,0.6704,23.69,20.04,75,0.015,2.62
8,10.62,S2,SAMCS,1,1001,80,0,661,10,32,0.8001,0.7929,0.3204,0.7017,24.3,19.58,80,1.265,3.885
9,12.88,S2,SAMCS,1,1001,76,0,737,10,32,0.7879,0.788,0.1729,0.665,17.76,19.66,76,0.015,3.9
10,13.9,S2,SAMCS,1,1001,82,0,819,10,32,0.8151,0.7781,0.249,0.689,21.93,19.53,82,0.015,3.915
11,14.91,S2,SAMCS,1,1001,66,0,885,10,32,0.8364,0.8046,0.155,0.689,16.31,19.69,66,0.015,3.93
12,15.93,S2,SAMCS,1,1001,81,0,966,12,32,0.8524,0.7544,0.175,0.6826,19.38,19.09,81,1.265,5.195
13,18.2,S2,SAMCS,1,1001,72,0,1038,12,32,0.7892,0.7584,0.1595,0.6525,11.22,19.16,72,0.015,5.21
14,19.21,S2,SAMCS,1,1001,77,0,1115,12,32,0.8099,0.7823,0.258,0.6899,16.43,19.56,77,0.015,5.225
15,20.23,S2,SAMCS,1,1001,81,0,1196,12,32,0.857,0.7607,0.2418,0.7003,17.38,19.16,81,0.015,5.24
16,21.24,S2,SAMCS,1,1001,96,0,1292,14,32,0.8149,0.8231,0.2534,0.7055,17.56,20.17,96,1.265,6.505
17,23.51,S2,SAMCS,1,1001,64,0,1356,14,32,0.8112,0.7679,0.2033,0.6745,14.75,19.32,64,0.015,6.52
18,24.52,S2,SAMCS,1,1001,77,0,1433,14,32,0.8126,0.811,0.1641,0.6824,12.48,19.88,77,0.015,6.535
19,25.54,S2,SAMCS,1,1001,76,0,1509,14,32,0.7974,0.7849,0.1209,0.6577,13.46,19.62,76,0.015,6.55
20,26.55,S2,SAMCS,1,1001,65,0,1574,16,32,0.7925,0.7921,0.1653,0.6669,8.15,19.75,65,1.265,7.815
21,28.82,S2,SAMCS,1,1001,69,0,1643,16,32,0.8027,0.7622,0.1724,0.6625,9.62,19.19,69,0.015,7.83
22,29.83,S2,SAMCS,1,1001,83,0,1726,16,32,0.8247,0.8089,0.1715,0.6886,10.79,19.9,83,0.015,7.845
23,30.85,S2,SAMCS,1,1001,63,0,1789,16,32,0.8188,0.8122,0.1798,0.6887,11.09,19.91,63,0.015,7.86
24,31.86,S2,SAMCS,1,1001,85,0,1874,16,24,0.846,0.7748,0.1287,0.6776,10.61,19.53,85,0.315,8.175
25,33.18,S2,SAMCS,1,1001,78,0,1952,16,24,0.8112,0.7986,0.1959,0.6837,11.96,19.59,78,0.015,8.19
26,34.19,S2,SAMCS,1,1001,78,0,2030,16,24,0.7797,0.7781,0.1741,0.658,13.21,19.59,78,0.015,8.205
27,35.21,S2,SAMCS,1,1001,79,0,2109,16,24,0.8409,0.8046,0.175,0.695,9.65,19.77,79,0.015,8.22
28,36.22,S2,SAMCS,1,1001,87,0,2196,16,16,0.8362,0.7773,0.1459,0.6775,12.07,19.48,87,0.315,8.535
29,37.54,S2,SAMCS,1,1001,101,0,2297,16,16,0.8453,0.7899,0.2625,0.7094,16.05,19.51,101,0.015,8.55
30,38.55,S2,SAMCS,1,1001,67,0,2364,16,16,0.8565,0.7811,0.1887,0.6965,10.45,19.42,67,0.015,8.565
31,39.57,S2,SAMCS,1,1001,99,0,2463,16,16,0.8274,0.7737,0.2444,0.692,15.42,19.53,99,0.015,8.58
32,40.58,S2,SAMCS,1,1001,59,0,2522,16,16,0.809,0.7856,0.1445,0.6679,6.54,19.4,59,0.015,8.595
33,41.6,S2,SAMCS,1,1001,63,0,2585,16,16,0.8117,0.7814,0.1734,0.6734,7.11,19.27,63,0.015,8.61
34,42.61,S2,SAMCS,1,1001,91,0,2676,16,16,0.8443,0.8011,0.1314,0.6866,13.62,19.68,91,0.015,8.625
35,43.63,S2,SAMCS,1,1001,71,0,2747,16,16,0.7951,0.7579,0.125,0.6481,7.42,19.27,71,0.015,8.64
36,44.64,S2,SAMCS,1,1001,77,0,2824,16,16,0.7962,0.7897,0.2076,0.6762,8.63,19.73,77,0.015,8.655
37,45.66,S2,SAMCS,1,1001,89,0,2913,16,16,0.8348,0.8185,0.2002,0.7022,14.11,20.08,89,0.015,8.67
38,46.67,S2,SAMCS,1,1001,65,0,2978,16,16,0.8548,0.7793,0.2489,0.7072,11.2,19.45,65,0.015,8.685
39,47.69,S2,SAMCS,1,1001,64,0,3042,16,16,0.8063,0.745,0.1766,0.6589,8.9,19.11,64,0.015,8.7
40,48.7,S2,SAMCS,1,1001,64,0,3106,16,16,0.8467,0.7478,0.2013,0.683,10.36,19.03,64,0.015,8.715
41,49.72,S2,SAMCS,1,1001,71,0,3177,16,16,0.7509,0.7773,0.1555,0.6411,11.05,19.63,71,0.015,8.73
42,50.73,S2,SAMCS,1,1001,79,0,3256,16,16,0.8012,0.7806,0.1367,0.6611,11.7,19.57,79,0.015,8.745
43,51.75,S2,SAMCS,1,1001,63,0,3319,16,16,0.7556,0.7865,0.1697,0.6492,7.77,19.51,63,0.015,8.76
44,52.76,S2,SAMCS,1,1001,75,0,3394,16,16,0.8158,0.792,0.1837,0.6811,12.3,19.46,75,0.015,8.775
45,53.78,S2,SAMCS,1,1001,69,0,3463,16,16,0.8218,0.7673,0.1852,0.6754,12.85,19.34,69,0.015,8.79
46,54.79,S2,SAMCS,1,1001,78,0,3541,16,16,1,0.7936,0.2324,0.7743,13.71,19.82,78,0.015,8.805
47,55.81,S2,SAMCS,1,1001,77,0,3618,16,16,0.8361,0.7575,0.1929,0.68,9.56,19.15,77,0.015,8.82
48,56.82,S2,SAMCS,1,1001,78,0,3696,16,16,0.8367,0.7308,0.202,0.6727,14.71,18.59,78,0.015,8.835
49,57.84,S2,SAMCS,1,1001,71,0,3767,16,16,0.79,0.7617,0.2089,0.6639,10.58,19.33,71,0.015,8.85
50,58.85,S2,SAMCS,1,1001,69,0,3836,16,16,0.7922,0.7986,0.2262,0.6812,10.64,19.83,69,0.015,8.865
51,59.87,S2,SAMCS,1,1001,72,0,3908,16,16,0.8048,0.769,0.2015,0.6716,9.5,19.4,72,0.015,8.88
52,60.88,S2,SAMCS,1,1001,87,0,3995,16,16,1,0.8294,0.1626,0.7728,13.19,20.13,87,0.015,8.895
53,61.9,S2,SAMCS,1,1001,63,0,4058,16,16,0.8196,0.7986,0.2501,0.6984,8.78,19.9,63,0.015,8.91
54,62.91,S2,SAMCS,1,1001,79,0,4137,16,16,0.8776,0.8347,0.2565,0.7384,10.64,20.13,79,0.015,8.925
55,63.93,S2,SAMCS,1,1001,72,0,4209,16,16,0.7665,0.7701,0.1729,0.649,9.32,19.38,72,0.015,8.94
56,64.94,S2,SAMCS,1,1001,71,0,4280,16,16,0.8576,0.7814,0.1376,0.6869,11.8,19.71,71,0.015,8.955
57,65.96,S2,SAMCS,1,1001,78,0,4358,16,16,0.8116,0.7724,0.1667,0.6689,6.72,19.36,78,0.015,8.97
58,66.97,S2,SAMCS,1,1001,73,0,4431,16,16,0.8172,0.792,0.1728,0.6795,8.35,19.75,73,0.015,8.985
59,67.99,S2,SAMCS,1,1001,74,0,4505,16,16,0.8321,0.82,0.2376,0.709,9,20.08,74,0.015,9
0,0,S2,BASELINE,2,1002,66,0,66,4,32,0.7921,0.8087,0.2799,0.6955,40,20.03,66,0,0
1,1,S2,BASELINE,2,1002,79,0,145,4,32,1,0.8046,0.3344,0.7985,43.82,19.68,79,0,0
2,2,S2,BASELINE,2,1002,74,0,219,4,32,0.8106,0.7631,0.2587,0.6836,42.07,19.23,74,0,0
3,3,S2,BASELINE,2,1002,84,0,303,4,32,0.8418,0.7884,0.3896,0.7327,46.06,19.63,84,0,0
4,4,S2,BASELINE,2,1002,74,0,377,4,32,0.8884,0.7886,0.3593,0.7477,43.15,19.66,74,0,0
5,5,S2,BASELINE,2,1002,92,0,469,4,32,0.8013,0.8109,0.3006,0.7045,50.91,20.14,92,0,0
6,6,S2,BASELINE,2,1002,81,0,550,4,32,0.8523,0.7877,0.2731,0.7138,44.9,19.62,81,0,0
7,7,S2,BASELINE,2,1002,62,0,612,4,32,0.8149,0.8287,0.3036,0.7174,32.95,20.08,62,0,0
8,8,S2,BASELINE,2,1002,81,0,693,4,32,0.7421,0.7606,0.3373,0.6676,47.39,19.09,81,0,0
9,9,S2,BASELINE,2,1002,57,0,750,4,32,0.8781,0.7734,0.2388,0.7136,32.1,19.48,57,0,0
10,10,S2,BASELINE,2,1002,80,0,830,4,32,0.8197,0.7924,0.402,0.7266,45.22,19.66,80,0,0
11,11,S2,BASELINE,2,1002,69,0,899,4,32,0.8111,0.79,0.2428,0.6901,35.92,19.77,69,0,0
12,12,S2,BASELINE,2,1002,66,0,965,4,32,0.8517,0.817,0.2654,0.7223,33.22,20.2,66,0,0
13,13,S2,BASELINE,2,1002,74,0,1039,4,32,0.8176,0.828,0.3168,0.7211,42.07,20.07,74,0,0
14,14,S2,BASELINE,2,1002,78,0,1117,4,32,1,0.7677,0.3305,0.7848,46.35,19.28,78,0,0
15,15,S2,BASELINE,2,1002,85,0,1202,4,32,0.8293,0.7805,0.3779,0.7219,49.3,19.47,85,0,0
16,16,S2,BASELINE,2,1002,80,0,1282,4,32,0.7988,0.7976,0.3104,0.7007,44.3,19.87,80,0,0
17,17,S2,BASELINE,2,1002,79,0,1361,4,32,0.7772,0.7802,0.2741,0.6777,41.34,19.48,79,0,0
18,18,S2,BASELINE,2,1002,85,0,1446,4,32,0.8048,0.7839,0.3045,0.6974,48.01,19.7,85,0,0
19,19,S2,BASELINE,2,1002,74,0,1520,4,32,0.829,0.804,0.2839,0.7112,44.27,19.74,74,0,0
20,20,S2,BASELINE,2,1002,67,0,1587,4,32,0.8099,0.7855,0.3314,0.7057,42.01,19.46,67,0,0
21,21,S2,BASELINE,2,1002,80,0,1667,4,32,0.7771,0.7556,0.3574,0.6856,47.45,18.92,80,0,0
22,22,S2,BASELINE,2,1002,45,0,1712,4,32,0.8106,0.8043,0.1476,0.6758,23.31,19.81,45,0,0
23,23,S2,BASELINE,2,1002,77,0,1789,4,32,0.8291,0.788,0.2723,0.7034,45.61,19.6,77,0,0
24,24,S2,BASELINE,2,1002,81,0,1870,4,32,0.8512,0.7899,0.342,0.7279,45.88,19.49,81,0,0
25,25,S2,BASELINE,2,1002,75,0,1945,4,32,0.7561,0.7885,0.2964,0.6755,37.76,19.71,75,0,0
26,26,S2,BASELINE,2,1002,72,0,2017,4,32,0.8134,0.7795,0.2556,0.69,40.25,19.45,72,0,0
27,27,S2,BASELINE,2,1002,78,0,2095,4,32,0.8123,0.8129,0.2685,0.7037,44.86,20.1,78,0,0
28,28,S2,BASELINE,2,1002,61,0,2156,4,32,0.7796,0.7658,0.3026,0.6794,38.34,19.46,61,0,0
29,29,S2,BASELINE,2,1002,70,0,2226,4,32,0.8518,0.7888,0.2786,0.7151,41.61,19.67,70,0,0
30,30,S2,BASELINE,2,1002,70,0,2296,4,32,0.8056,0.7711,0.2042,0.6733,37.59,19.29,70,0,0
31,31,S2,BASELINE,2,1002,74,0,2370,4,32,0.8139,0.7497,0.2403,0.6767,42.06,18.93,74,0,0
32,32,S2,BASELINE,2,1002,84,0,2454,4,32,0.8318,0.7868,0.2879,0.7073,48.01,19.34,84,0,0
33,33,S2,BASELINE,2,1002,75,0,2529,4,32,0.8188,0.7521,0.3119,0.6941,41.62,19.14,75,0,0
34,34,S2,BASELINE,2,1002,72,0,2601,4,32,0.8593,0.7924,0.2751,0.719,39.37,19.61,72,0,0
35,35,S2,BASELINE,2,1002,79,0,2680,4,32,0.816,0.7864,0.2941,0.7012,41.69,19.68,79,0,0
36,36,S2,BASELINE,2,1002,72,0,2752,4,32,0.7961,0.782,0.3331,0.6985,42.35,19.69,72,0,0
37,37,S2,BASELINE,2,1002,66,0,2818,4,32,0.7853,0.7972,0.3747,0.7073,42.56,19.69,66,0,0
38,38,S2,BASELINE,2,1002,88,0,2906,4,32,0.743,0.7894,0.2941,0.6695,47.95,19.87,88,0,0
39,39,S2,BASELINE,2,1002,83,0,2989,4,32,0.8012,0.7887,0.3075,0.6981,46.77,19.41,83,0,0
40,40,S2,BASELINE,2,1002,78,0,3067,4,32,0.8543,0.7587,0.2865,0.7073,46.33,19.08,78,0,0
41,41,S2,BASELINE,2,1002,76,0,3143,4,32,0.8095,0.7473,0.337,0.6932,42.08,18.93,76,0,0
42,42,S2,BASELINE,2,1002,73,0,3216,4,32,0.7875,0.8115,0.3022,0.6988,39.95,19.97,73,0,0
43,43,S2,BASELINE,2,1002,79,0,3295,4,32,0.7817,0.7909,0.2817,0.6849,39.24,19.62,79,0,0
44,44,S2,BASELINE,2,1002,75,0,3370,4,32,0.7952,0.7797,0.3328,0.6973,44.68,19.46,75,0,0
45,45,S2,BASELINE,2,1002,69,0,3439,4,32,0.8584,0.7988,0.2721,0.7203,40.59,19.56,69,0,0
46,46,S2,BASELINE,2,1002,90,0,3529,4,32,0.8427,0.7787,0.3777,0.7273,50.99,19.59,90,0,0
47,47,S2,BASELINE,2,1002,68,0,3597,4,32,0.8625,0.7769,0.3275,0.7255,39.98,19.51,68,0,0
48,48,S2,BASELINE,2,1002,71,0,3668,4,32,0.8958,0.7741,0.2517,0.7244,37.54,19.31,71,0,0
49,49,S2,BASELINE,2,1002,80,0,3748,4,32,0.822,0.758,0.2492,0.6851,42.02,19.14,80,0,0
50,50,S2,BASELINE,2,1002,88,0,3836,4,32,0.8011,0.7585,0.3403,0.694,53.78,19.05,88,0,0
51,51,S2,BASELINE,2,1002,83,0,3919,4,32,0.8011,0.8074,0.3299,0.7091,45.84,19.95,83,0,0
52,52,S2,BASELINE,2,1002,84,0,4003,4,32,0.8267,0.8106,0.2998,0.7157,47.07,19.79,84,0,0
53,53,S2,BASELINE,2,1002,81,0,4084,4,32,0.833,0.7911,0.2878,0.7093,44.1,19.34,81,0,0
54,54,S2,BASELINE,2,1002,80,0,4164,4,32,0.7881,0.8137,0.2933,0.6981,46.64,20.1,80,0,0
55,55,S2,BASELINE,2,1002,78,0,4242,4,32,0.7857,0.7926,0.2918,0.6893,43.54,19.72,78,0,0
56,56,S2,BASELINE,2,1002,76,0,4318,4,32,0.7797,0.7509,0.2413,0.6619,42.21,19.17,76,0,0
57,57,S2,BASELINE,2,1002,79,0,4397,4,32,0.7869,0.7664,0.3299,0.6883,45.89,19.24,79,0,0
58,58,S2,BASELINE,2,1002,74,0,4471,4,32,0.8287,0.7749,0.328,0.7097,42.53,19.4,74,0,0
59,59,S2,BASELINE,2,1002,78,0,4549,4,32,0.7823,0.7898,0.3327,0.695,43.95,19.68,78,0,0
0,0,S2,SAMCS,2,1002,66,0,66,6,32,0.7921,0.8087,0.2799,0.6955,40,20.03,66,1.265,1.265
1,2.26,S2,SAMCS,2,1002,79,0,145,6,32,1,0.8046,0.2816,0.7879,28.73,19.68,79,0.015,1.28
2,3.28,S2,SAMCS,2,1002,74,0,219,6,32,0.8106,0.7631,0.2093,0.6737,27.94,19.23,74,0.015,1.295
3,4.29,S2,SAMCS,2,1002,84,0,303,6,32,0.8418,0.7884,0.3335,0.7214,30.03,19.63,84,0.015,1.31
4,5.31,S2,SAMCS,2,1002,74,0,377,8,32,0.8884,0.7886,0.3098,0.7378,29.02,19.66,74,1.265,2.575
5,7.57,S2,SAMCS,2,1002,92,0,469,8,32,0.8013,0.8109,0.2084,0.6861,24.56,20.14,92,0.015,2.59
6,8.59,S2,SAMCS,2,1002,81,0,550,8,32,0.8523,0.7877,0.1919,0.6976,21.7,19.62,81,0.015,2.605
7,9.6,S2,SAMCS,2,1002,62,0,612,8,32,0.8149,0.8287,0.2415,0.705,15.2,20.08,62,0.015,2.62
8,10.62,S2,SAMCS,2,1002,81,0,693,10,32,0.7421,0.7606,0.2561,0.6514,24.2,19.09,81,1.265,3.885
9,12.88,S2,SAMCS,2,1002,57,0,750,10,32,0.8781,0.7734,0.1703,0.6999,12.51,19.48,57,0.015,3.9
10,13.9,S2,SAMCS,2,1002,80,0,830,10,32,0.8197,0.7924,0.3058,0.7074,17.72,19.66,80,0.015,3.915
11,14.91,S2,SAMCS,2,1002,69,0,899,10,32,0.8111,0.79,0.1598,0.6735,12.2,19.77,69,0.015,3.93
12,15.93,S2,SAMCS,2,1002,66,0,965,12,32,0.8517,0.817,0.186,0.7064,10.54,20.2,66,1.265,5.195
13,18.2,S2,SAMCS,2,1002,74,0,1039,12,32,0.8176,0.828,0.2179,0.7013,13.82,20.07,74,0.015,5.21
14,19.21,S2,SAMCS,2,1002,78,0,1117,12,32,1,0.7677,0.2263,0.7639,16.56,19.28,78,0.015,5.225
15,20.23,S2,SAMCS,2,1002,85,0,1202,12,32,0.8293,0.7805,0.2643,0.6992,16.84,19.47,85,0.015,5.24
16,21.24,S2,SAMCS,2,1002,80,0,1282,14,32,0.7988,0.7976,0.2035,0.6793,13.75,19.87,80,1.265,6.505
17,23.51,S2,SAMCS,2,1002,79,0,1361,14,32,0.7772,0.7802,0.161,0.655,9.02,19.48,79,0.015,6.52
18,24.52,S2,SAMCS,2,1002,85,0,1446,14,32,0.8048,0.7839,0.1828,0.6731,13.23,19.7,85,0.015,6.535
19,25.54,S2,SAMCS,2,1002,74,0,1520,14,32,0.829,0.804,0.1779,0.69,13.99,19.74,74,0.015,6.55
20,26.55,S2,SAMCS,2,1002,67,0,1587,16,32,0.8099,0.7855,0.2355,0.6865,14.6,19.46,67,1.265,7.815
21,28.82,S2,SAMCS,2,1002,80,0,1667,16,32,0.7771,0.7556,0.2371,0.6616,13.08,18.92,80,0.015,7.83
22,29.83,S2,SAMCS,2,1002,45,0,1712,16,32,0.8106,0.8043,0.0835,0.663,5,19.81,45,0.015,7.845
23,30.85,S2,SAMCS,2,1002,77,0,1789,16,32,0.8291,0.788,0.1565,0.6802,12.54,19.6,77,0.015,7.86
24,31.86,S2,SAMCS,2,1002,81,0,1870,16,24,0.8512,0.7899,0.2202,0.7035,11.08,19.49,81,0.315,8.175
25,33.18,S2,SAMCS,2,1002,75,0,1945,16,24,0.7561,0.7885,0.1845,0.6531,5.8,19.71,75,0.015,8.19
26,34.19,S2,SAMCS,2,1002,72,0,2017,16,24,0.8134,0.7795,0.1482,0.6685,9.57,19.45,72,0.015,8.205
27,35.21,S2,SAMCS,2,1002,78,0,2095,16,24,0.8123,0.8129,0.1522,0.6805,11.62,20.1,78,0.015,8.22
28,36.22,S2,SAMCS,2,1002,61,0,2156,16,16,0.7796,0.7658,0.2116,0.6612,12.35,19.46,61,0.315,8.535
29,37.54,S2,SAMCS,2,1002,70,0,2226,16,16,0.8518,0.7888,0.1754,0.6945,12.14,19.67,70,0.015,8.55
30,38.55,S2,SAMCS,2,1002,70,0,2296,16,16,0.8056,0.7711,0.101,0.6526,8.12,19.29,70,0.015,8.565
31,39.57,S2,SAMCS,2,1002,74,0,2370,16,16,0.8139,0.7497,0.1312,0.6549,10.91,18.93,74,0.015,8.58
32,40.58,S2,SAMCS,2,1002,84,0,2454,16,16,0.8318,0.7868,0.1641,0.6825,12.65,19.34,84,0.015,8.595
33,41.6,S2,SAMCS,2,1002,75,0,2529,16,16,0.8188,0.7521,0.2014,0.672,10.04,19.14,75,0.015,8.61
34,42.61,S2,SAMCS,2,1002,72,0,2601,16,16,0.8593,0.7924,0.169,0.6978,9.06,19.61,72,0.015,8.625
35,43.63,S2,SAMCS,2,1002,79,0,2680,16,16,0.816,0.7864,0.1777,0.678,8.43,19.68,79,0.015,8.64
36,44.64,S2,SAMCS,2,1002,72,0,2752,16,16,0.7961,0.782,0.227,0.6773,12.04,19.69,72,0.015,8.655
37,45.66,S2,SAMCS,2,1002,66,0,2818,16,16,0.7853,0.7972,0.2775,0.6879,14.77,19.69,66,0.015,8.67
38,46.67,S2,SAMCS,2,1002,88,0,2906,16,16,0.743,0.7894,0.1645,0.6435,10.9,19.87,88,0.015,8.685
