step,sim_time_sec,scenario_id,system_type,run_id,random_seed,arrival_rate,queue_length,completed_tasks,active_cores,batch_size,cw_computational_intensity,dw_data_volume_intensity,vr_utilization_variability,wci_index,cpu_utilization_pct,memory_utilization_pct,throughput_tasks_sec,step_overhead_sec,cumulative_overhead_sec
39,47.69,S2,SAMCS,2,1002,83,0,2989,16,16,0.8012,0.7887,0.1852,0.6736,11.83,19.41,83,0.015,8.7
40,48.7,S2,SAMCS,2,1002,78,0,3067,16,16,0.8543,0.7587,0.1716,0.6843,13.49,19.08,78,0.015,8.715
41,49.72,S2,SAMCS,2,1002,76,0,3143,16,16,0.8095,0.7473,0.225,0.6708,10.09,18.93,76,0.015,8.73
42,50.73,S2,SAMCS,2,1002,73,0,3216,16,16,0.7875,0.8115,0.1946,0.6773,9.22,19.97,73,0.015,8.745
43,51.75,S2,SAMCS,2,1002,79,0,3295,16,16,0.7817,0.7909,0.1653,0.6616,5.98,19.62,79,0.015,8.76
44,52.76,S2,SAMCS,2,1002,75,0,3370,16,16,0.7952,0.7797,0.2222,0.6752,13.11,19.46,75,0.015,8.775
45,53.78,S2,SAMCS,2,1002,69,0,3439,16,16,0.8584,0.7988,0.1704,0.7,11.54,19.56,69,0.015,8.79
46,54.79,S2,SAMCS,2,1002,90,0,3529,16,16,0.8427,0.7787,0.2451,0.7008,13.1,19.59,90,0.015,8.805
47,55.81,S2,SAMCS,2,1002,68,0,3597,16,16,0.8625,0.7769,0.2273,0.7055,11.36,19.51,68,0.015,8.82
48,56.82,S2,SAMCS,2,1002,71,0,3668,16,16,0.8958,0.7741,0.1471,0.7034,7.65,19.31,71,0.015,8.835
49,57.84,S2,SAMCS,2,1002,80,0,3748,16,16,0.822,0.758,0.1313,0.6615,8.34,19.14,80,0.015,8.85
50,58.85,S2,SAMCS,2,1002,88,0,3836,16,16,0.8011,0.7585,0.2106,0.6681,16.74,19.05,88,0.015,8.865
51,59.87,S2,SAMCS,2,1002,83,0,3919,16,16,0.8011,0.8074,0.2076,0.6846,10.9,19.95,83,0.015,8.88
52,60.88,S2,SAMCS,2,1002,84,0,4003,16,16,0.8267,0.8106,0.176,0.6909,11.71,19.79,84,0.015,8.895
53,61.9,S2,SAMCS,2,1002,81,0,4084,16,16,0.833,0.7911,0.1684,0.6854,10,19.34,81,0.015,8.91
54,62.91,S2,SAMCS,2,1002,80,0,4164,16,16,0.7881,0.8137,0.1754,0.6745,12.96,20.1,80,0.015,8.925
55,63.93,S2,SAMCS,2,1002,78,0,4242,16,16,0.7857,0.7926,0.1769,0.6663,10.7,19.72,78,0.015,8.94
56,64.94,S2,SAMCS,2,1002,76,0,4318,16,16,0.7797,0.7509,0.1294,0.6395,10.22,19.17,76,0.015,8.955
57,65.96,S2,SAMCS,2,1002,79,0,4397,16,16,0.7869,0.7664,0.2135,0.665,12.64,19.24,79,0.015,8.97
58,66.97,S2,SAMCS,2,1002,74,0,4471,16,16,0.8287,0.7749,0.219,0.6879,11.37,19.4,74,0.015,8.985
59,67.99,S2,SAMCS,2,1002,78,0,4549,16,16,0.7823,0.7898,0.2178,0.672,11.11,19.68,78,0.015,9
0,0,S2,BASELINE,3,1003,78,0,78,4,32,0.8422,0.7893,0.3762,0.7305,42.96,19.57,78,0,0
1,1,S2,BASELINE,3,1003,75,0,153,4,32,0.8405,0.8078,0.283,0.7176,43.25,19.87,75,0,0
2,2,S2,BASELINE,3,1003,79,0,232,4,32,0.906,0.8094,0.3467,0.7603,42.98,20.04,79,0,0
3,3,S2,BASELINE,3,1003,72,0,304,4,32,0.8251,0.8315,0.2153,0.7054,41.07,20.24,72,0,0
4,4,S2,BASELINE,3,1003,84,0,388,4,32,0.8429,0.7797,0.3411,0.7204,51.02,19.41,84,0,0
5,5,S2,BASELINE,3,1003,57,0,445,4,32,0.8656,0.809,0.2424,0.7212,30.42,19.67,57,0,0
6,6,S2,BASELINE,3,1003,60,0,505,4,32,0.7973,0.7747,0.2372,0.6774,30.1,19.34,60,0,0
7,7,S2,BASELINE,3,1003,78,0,583,4,32,0.7986,0.7854,0.3608,0.7064,46.81,19.57,78,0,0
8,8,S2,BASELINE,3,1003,76,0,659,4,32,0.8295,0.7446,0.286,0.6911,44.53,19.32,76,0,0
9,9,S2,BASELINE,3,1003,85,0,744,4,32,0.827,0.7998,0.3981,0.7317,46.22,19.81,85,0,0
10,10,S2,BASELINE,3,1003,80,0,824,4,32,0.8019,0.7709,0.3036,0.6914,45.71,19.52,80,0,0
11,11,S2,BASELINE,3,1003,74,0,898,4,32,0.7998,0.8217,0.2433,0.6962,41.8,20.09,74,0,0
12,12,S2,BASELINE,3,1003,77,0,975,4,32,0.8466,0.7605,0.3167,0.7105,42.25,19.08,77,0,0
13,13,S2,BASELINE,3,1003,66,0,1041,4,32,0.7686,0.8038,0.2678,0.6807,36.86,19.95,66,0,0
14,14,S2,BASELINE,3,1003,89,0,1130,4,32,0.8703,0.7828,0.3874,0.7431,51.32,19.48,89,0,0
15,15,S2,BASELINE,3,1003,88,0,1218,4,32,1,0.7802,0.3489,0.7929,48.71,19.59,88,0,0
16,16,S2,BASELINE,3,1003,89,0,1307,4,32,0.8028,0.7708,0.2783,0.6867,50.58,19.44,89,0,0
17,17,S2,BASELINE,3,1003,91,0,1398,4,32,0.7999,0.7664,0.3609,0.7004,52.91,19.38,91,0,0
18,18,S2,BASELINE,3,1003,63,0,1461,4,32,0.8064,0.7595,0.1985,0.6684,33.37,19.21,63,0,0
19,19,S2,BASELINE,3,1003,79,0,1540,4,32,0.8309,0.7713,0.278,0.6994,44.89,19.4,79,0,0
20,20,S2,BASELINE,3,1003,69,0,1609,4,32,0.8376,0.8409,0.2751,0.7262,37.83,20.27,69,0,0
21,21,S2,BASELINE,3,1003,80,0,1689,4,32,0.7952,0.8084,0.3439,0.7096,48,19.92,80,0,0
22,22,S2,BASELINE,3,1003,79,0,1768,4,32,0.7892,0.78,0.3271,0.6936,48.83,19.47,79,0,0
23,23,S2,BASELINE,3,1003,69,0,1837,4,32,0.7852,0.7823,0.2648,0.6801,41,19.75,69,0,0
24,24,S2,BASELINE,3,1003,68,0,1905,4,32,0.8436,0.796,0.284,0.715,37.79,19.92,68,0,0
25,25,S2,BASELINE,3,1003,68,0,1973,4,32,0.8453,0.7854,0.3081,0.7169,40.76,19.66,68,0,0
26,26,S2,BASELINE,3,1003,61,0,2034,4,32,0.849,0.764,0.2898,0.7074,37.35,19.19,61,0,0
27,27,S2,BASELINE,3,1003,80,0,2114,4,32,0.8215,0.7755,0.3724,0.7156,46.95,19.38,80,0,0
28,28,S2,BASELINE,3,1003,83,0,2197,4,32,0.8292,0.8104,0.3509,0.727,47.12,19.94,83,0,0
29,29,S2,BASELINE,3,1003,65,0,2262,4,32,0.8514,0.8044,0.2627,0.7172,35.52,19.51,65,0,0
30,30,S2,BASELINE,3,1003,69,0,2331,4,32,0.7954,0.7991,0.3617,0.71,41.75,19.82,69,0,0
31,31,S2,BASELINE,3,1003,77,0,2408,4,32,0.7605,0.8031,0.2892,0.6812,44.13,19.77,77,0,0
32,32,S2,BASELINE,3,1003,90,0,2498,4,32,0.8603,0.7877,0.3832,0.7395,57.98,19.52,90,0,0
33,33,S2,BASELINE,3,1003,97,0,2595,4,32,0.8275,0.8251,0.3729,0.7357,53.16,20.11,97,0,0
34,34,S2,BASELINE,3,1003,68,0,2663,4,32,0.8095,0.7866,0.3335,0.7063,39.97,19.7,68,0,0
35,35,S2,BASELINE,3,1003,81,0,2744,4,32,0.8623,0.7984,0.3679,0.741,45.34,19.69,81,0,0
36,36,S2,BASELINE,3,1003,62,0,2806,4,32,0.8181,0.7413,0.2505,0.6777,33.26,18.93,62,0,0
37,37,S2,BASELINE,3,1003,67,0,2873,4,32,0.8456,0.7415,0.2966,0.6994,39.48,19.03,67,0,0
38,38,S2,BASELINE,3,1003,66,0,2939,4,32,1,0.7847,0.2698,0.7786,39.36,19.6,66,0,0
39,39,S2,BASELINE,3,1003,66,0,3005,4,32,0.7791,0.8125,0.2868,0.6923,37.73,19.94,66,0,0
40,40,S2,BASELINE,3,1003,86,0,3091,4,32,0.8337,0.787,0.33,0.7166,51.56,19.53,86,0,0
41,41,S2,BASELINE,3,1003,87,0,3178,4,32,0.8211,0.7804,0.3711,0.7169,51.29,19.67,87,0,0
42,42,S2,BASELINE,3,1003,79,0,3257,4,32,1,0.7968,0.2989,0.7887,41.07,19.66,79,0,0
43,43,S2,BASELINE,3,1003,82,0,3339,4,32,0.8617,0.8018,0.329,0.7342,50.42,19.61,82,0,0
44,44,S2,BASELINE,3,1003,63,0,3402,4,32,0.8419,0.7938,0.3034,0.7173,39.94,19.55,63,0,0
45,45,S2,BASELINE,3,1003,74,0,3476,4,32,0.8226,0.8008,0.2514,0.7007,42.14,19.67,74,0,0
46,46,S2,BASELINE,3,1003,80,0,3556,4,32,0.8288,0.7971,0.2876,0.7095,45.12,19.7,80,0,0
47,47,S2,BASELINE,3,1003,62,0,3618,4,32,0.8357,0.7666,0.2521,0.6948,31.36,19.25,62,0,0
48,48,S2,BASELINE,3,1003,54,0,3672,4,32,0.7831,0.7875,0.3019,0.6884,31.03,19.54,54,0,0
49,49,S2,BASELINE,3,1003,78,0,3750,4,32,0.8417,0.8074,0.2731,0.716,46.95,19.99,78,0,0
50,50,S2,BASELINE,3,1003,81,0,3831,4,32,0.876,0.797,0.2723,0.7276,46.47,19.69,81,0,0
51,51,S2,BASELINE,3,1003,81,0,3912,4,32,0.7746,0.801,0.3447,0.6978,46.36,19.85,81,0,0
52,52,S2,BASELINE,3,1003,67,0,3979,4,32,1,0.7887,0.2767,0.7814,36.12,19.75,67,0,0
53,53,S2,BASELINE,3,1003,77,0,4056,4,32,0.8414,0.8054,0.3326,0.727,45.35,19.68,77,0,0
54,54,S2,BASELINE,3,1003,81,0,4137,4,32,0.7862,0.8226,0.2394,0.6896,47.4,20.17,81,0,0
55,55,S2,BASELINE,3,1003,77,0,4214,4,32,0.8397,0.7787,0.3186,0.7141,42.23,19.44,77,0,0
56,56,S2,BASELINE,3,1003,72,0,4286,4,32,0.7795,0.7753,0.2114,0.6644,40.09,19.69,72,0,0
57,57,S2,BASELINE,3,1003,85,0,4371,4,32,0.8474,0.7912,0.4026,0.7388,51.68,19.69,85,0,0
58,58,S2,BASELINE,3,1003,77,0,4448,4,32,0.804,0.8083,0.2787,0.7004,43.5,19.93,77,0,0
59,59,S2,BASELINE,3,1003,83,0,4531,4,32,0.8564,0.7763,0.267,0.7105,47.2,19.48,83,0,0
0,0,S2,SAMCS,3,1003,78,0,78,6,32,0.8422,0.7893,0.3762,0.7305,42.96,19.57,78,1.265,1.265
1,2.26,S2,SAMCS,3,1003,75,0,153,6,32,0.8405,0.8078,0.2328,0.7075,28.93,19.87,75,0.015,1.28
2,3.28,S2,SAMCS,3,1003,79,0,232,6,32,0.906,0.8094,0.2939,0.7498,27.9,20.04,79,0.015,1.295
3,4.29,S2,SAMCS,3,1003,72,0,304,6,32,0.8251,0.8315,0.1672,0.6958,27.33,20.24,72,0.015,1.31
4,5.31,S2,SAMCS,3,1003,84,0,388,8,32,0.8429,0.7797,0.285,0.7092,34.99,19.41,84,1.265,2.575
5,7.57,S2,SAMCS,3,1003,57,0,445,8,32,0.8656,0.809,0.1852,0.7098,14.1,19.67,57,0.015,2.59
6,8.59,S2,SAMCS,3,1003,60,0,505,8,32,0.7973,0.7747,0.1771,0.6654,12.92,19.34,60,0.015,2.605
7,9.6,S2,SAMCS,3,1003,78,0,583,8,32,0.7986,0.7854,0.2826,0.6908,24.48,19.57,78,0.015,2.62
8,10.62,S2,SAMCS,3,1003,76,0,659,10,32,0.8295,0.7446,0.2098,0.6758,22.77,19.32,76,1.265,3.885
9,12.88,S2,SAMCS,3,1003,85,0,744,10,32,0.827,0.7998,0.2959,0.7113,17.01,19.81,85,0.015,3.9
10,13.9,S2,SAMCS,3,1003,80,0,824,10,32,0.8019,0.7709,0.2074,0.6721,18.22,19.52,80,0.015,3.915
11,14.91,S2,SAMCS,3,1003,74,0,898,10,32,0.7998,0.8217,0.1542,0.6784,16.37,20.09,74,0.015,3.93
12,15.93,S2,SAMCS,3,1003,77,0,975,12,32,0.8466,0.7605,0.2241,0.692,15.79,19.08,77,1.265,5.195
13,18.2,S2,SAMCS,3,1003,66,0,1041,12,32,0.7686,0.8038,0.1796,0.6631,11.66,19.95,66,0.015,5.21
14,19.21,S2,SAMCS,3,1003,89,0,1130,12,32,0.8703,0.7828,0.2684,0.7193,17.34,19.48,89,0.015,5.225
15,20.23,S2,SAMCS,3,1003,88,0,1218,12,32,1,0.7802,0.2313,0.7693,15.1,19.59,88,0.015,5.24
16,21.24,S2,SAMCS,3,1003,89,0,1307,14,32,0.8028,0.7708,0.1594,0.6629,16.6,19.44,89,1.265,6.505
17,23.51,S2,SAMCS,3,1003,91,0,1398,14,32,0.7999,0.7664,0.2306,0.6743,15.68,19.38,91,0.015,6.52
18,24.52,S2,SAMCS,3,1003,63,0,1461,14,32,0.8064,0.7595,0.1083,0.6504,7.59,19.21,63,0.015,6.535
19,25.54,S2,SAMCS,3,1003,79,0,1540,14,32,0.8309,0.7713,0.1648,0.6768,12.57,19.4,79,0.015,6.55
20,26.55,S2,SAMCS,3,1003,69,0,1609,16,32,0.8376,0.8409,0.1763,0.7065,9.6,20.27,69,1.265,7.815
21,28.82,S2,SAMCS,3,1003,80,0,1689,16,32,0.7952,0.8084,0.2236,0.6855,13.64,19.92,80,0.015,7.83
22,29.83,S2,SAMCS,3,1003,79,0,1768,16,32,0.7892,0.78,0.2083,0.6698,14.89,19.47,79,0.015,7.845
23,30.85,S2,SAMCS,3,1003,69,0,1837,16,32,0.7852,0.7823,0.1611,0.6594,11.35,19.75,69,0.015,7.86
24,31.86,S2,SAMCS,3,1003,68,0,1905,16,24,0.8436,0.796,0.1817,0.6946,8.58,19.92,68,0.315,8.175
25,33.18,S2,SAMCS,3,1003,68,0,1973,16,24,0.8453,0.7854,0.2067,0.6966,11.78,19.66,68,0.015,8.19
26,34.19,S2,SAMCS,3,1003,61,0,2034,16,24,0.849,0.764,0.1988,0.6892,11.36,19.19,61,0.015,8.205
27,35.21,S2,SAMCS,3,1003,80,0,2114,16,24,0.8215,0.7755,0.253,0.6917,12.86,19.38,80,0.015,8.22
28,36.22,S2,SAMCS,3,1003,83,0,2197,16,16,0.8292,0.8104,0.2271,0.7022,11.75,19.94,83,0.315,8.535
29,37.54,S2,SAMCS,3,1003,65,0,2262,16,16,0.8514,0.8044,0.1669,0.6981,8.16,19.51,65,0.015,8.55
30,38.55,S2,SAMCS,3,1003,69,0,2331,16,16,0.7954,0.7991,0.2601,0.6897,12.7,19.82,69,0.015,8.565
31,39.57,S2,SAMCS,3,1003,77,0,2408,16,16,0.7605,0.8031,0.1757,0.6585,11.71,19.77,77,0.015,8.58
32,40.58,S2,SAMCS,3,1003,90,0,2498,16,16,0.8603,0.7877,0.2506,0.713,20.09,19.52,90,0.015,8.595
33,41.6,S2,SAMCS,3,1003,97,0,2595,16,16,0.8275,0.8251,0.23,0.7071,12.33,20.11,97,0.015,8.61
34,42.61,S2,SAMCS,3,1003,68,0,2663,16,16,0.8095,0.7866,0.2333,0.6862,11.34,19.7,68,0.015,8.625
35,43.63,S2,SAMCS,3,1003,81,0,2744,16,16,0.8623,0.7984,0.2485,0.7171,11.24,19.69,81,0.015,8.64
36,44.64,S2,SAMCS,3,1003,62,0,2806,16,16,0.8181,0.7413,0.1591,0.6594,7.16,18.93,62,0.015,8.655
37,45.66,S2,SAMCS,3,1003,67,0,2873,16,16,0.8456,0.7415,0.1978,0.6796,11.28,19.03,67,0.015,8.67
38,46.67,S2,SAMCS,3,1003,66,0,2939,16,16,1,0.7847,0.1726,0.7592,11.57,19.6,66,0.015,8.685
39,47.69,S2,SAMCS,3,1003,66,0,3005,16,16,0.7791,0.8125,0.1895,0.6729,9.95,19.94,66,0.015,8.7
40,48.7,S2,SAMCS,3,1003,86,0,3091,16,16,0.8337,0.787,0.2033,0.6913,15.35,19.53,86,0.015,8.715
41,49.72,S2,SAMCS,3,1003,87,0,3178,16,16,0.8211,0.7804,0.2429,0.6912,14.67,19.67,87,0.015,8.73
42,50.73,S2,SAMCS,3,1003,79,0,3257,16,16,1,0.7968,0.1825,0.7654,7.82,19.66,79,0.015,8.745
43,51.75,S2,SAMCS,3,1003,82,0,3339,16,16,0.8617,0.8018,0.2082,0.71,15.89,19.61,82,0.015,8.76
44,52.76,S2,SAMCS,3,1003,63,0,3402,16,16,0.8419,0.7938,0.2106,0.6988,13.42,19.55,63,0.015,8.775
45,53.78,S2,SAMCS,3,1003,74,0,3476,16,16,0.8226,0.8008,0.1424,0.6789,10.99,19.67,74,0.015,8.79
46,54.79,S2,SAMCS,3,1003,80,0,3556,16,16,0.8288,0.7971,0.1697,0.6859,11.44,19.7,80,0.015,8.805
47,55.81,S2,SAMCS,3,1003,62,0,3618,16,16,0.8357,0.7666,0.1607,0.6766,5.26,19.25,62,0.015,8.82
48,56.82,S2,SAMCS,3,1003,54,0,3672,16,16,0.7831,0.7875,0.2223,0.6725,8.3,19.54,54,0.015,8.835
49,57.84,S2,SAMCS,3,1003,78,0,3750,16,16,0.8417,0.8074,0.1582,0.693,14.11,19.99,78,0.015,8.85
50,58.85,S2,SAMCS,3,1003,81,0,3831,16,16,0.876,0.797,0.1529,0.7037,12.37,19.69,81,0.015,8.865
51,59.87,S2,SAMCS,3,1003,81,0,3912,16,16,0.7746,0.801,0.2253,0.674,12.26,19.85,81,0.015,8.88
52,60.88,S2,SAMCS,3,1003,67,0,3979,16,16,1,0.7887,0.178,0.7617,7.92,19.75,67,0.015,8.895
53,61.9,S2,SAMCS,3,1003,77,0,4056,16,16,0.8414,0.8054,0.2191,0.7043,12.93,19.68,77,0.015,8.91
54,62.91,S2,SAMCS,3,1003,81,0,4137,16,16,0.7862,0.8226,0.1201,0.6657,13.3,20.17,81,0.015,8.925
55,63.93,S2,SAMCS,3,1003,77,0,4214,16,16,0.8397,0.7787,0.2051,0.6914,9.82,19.44,77,0.015,8.94
56,64.94,S2,SAMCS,3,1003,72,0,4286,16,16,0.7795,0.7753,0.1053,0.6432,9.78,19.69,72,0.015,8.955
57,65.96,S2,SAMCS,3,1003,85,0,4371,16,16,0.8474,0.7912,0.2774,0.7137,15.9,19.69,85,0.015,8.97
58,66.97,S2,SAMCS,3,1003,77,0,4448,16,16,0.804,0.8083,0.1652,0.6777,11.09,19.93,77,0.015,8.985
59,67.99,S2,SAMCS,3,1003,83,0,4531,16,16,0.8564,0.7763,0.1447,0.686,12.25,19.48,83,0.015,9
0,0,S3,BASELINE,1,1001,28,0,28,4,32,0.2289,0.2228,0.1687,0.2147,14.06,11.81,28,0,0
1,1,S3,BASELINE,1,1001,20,0,48,4,32,0.2423,0.1925,0.1864,0.2137,13.16,11.46,20,0,0
2,2,S3,BASELINE,1,1001,29,0,77,4,32,0.179,0.2267,0.2278,0.2055,14.3,11.91,29,0,0
3,3,S3,BASELINE,1,1001,20,0,97,4,32,0.2082,0.2381,0.1529,0.2076,12.71,12.09,20,0,0
4,4,S3,BASELINE,1,1001,25,0,122,4,32,0.1892,0.1827,0.1615,0.1814,11.8,11.25,25,0,0
5,5,S3,BASELINE,1,1001,26,0,148,4,32,0.2262,0.2176,0.1584,0.2096,14.21,11.56,26,0,0
6,6,S3,BASELINE,1,1001,28,0,176,4,32,0.1974,0.2089,0.1335,0.1887,17.06,11.7,28,0,0
7,7,S3,BASELINE,1,1001,31,0,207,4,32,0.2367,0.2155,0.2076,0.2235,16.94,11.54,31,0,0
8,8,S3,BASELINE,1,1001,27,0,234,4,32,0.2111,0.1857,0.1511,0.1902,15.67,11.34,27,0,0
9,9,S3,BASELINE,1,1001,20,0,254,4,32,0.2021,0.2174,0.178,0.2027,9.16,11.63,20,0,0
10,10,S3,BASELINE,1,1001,19,0,273,4,32,0.263,0.2091,0.2949,0.2505,9.69,11.63,19,0,0
11,11,S3,BASELINE,1,1001,21,0,294,4,32,0.1987,0.2275,0.1429,0.1976,11.96,11.88,21,0,0
12,12,S3,BASELINE,1,1001,21,0,315,4,32,0.1813,0.2051,0.1958,0.1925,11.92,11.71,21,0,0
13,13,S3,BASELINE,1,1001,19,0,334,4,32,0.2747,0.1826,0.1876,0.2251,13.2,11.48,19,0,0
14,14,S3,BASELINE,1,1001,21,0,355,4,32,0.2207,0.2134,0.1759,0.2092,12.05,11.73,21,0,0
15,15,S3,BASELINE,1,1001,25,0,380,4,32,0.1556,0.2139,0.1864,0.1821,12.53,11.64,25,0,0
16,16,S3,BASELINE,1,1001,28,0,408,4,32,0.2267,0.1716,0.2214,0.2064,15.24,11.07,28,0,0
17,17,S3,BASELINE,1,1001,19,0,427,4,32,0.255,0.2066,0.123,0.2117,9.98,11.47,19,0,0
18,18,S3,BASELINE,1,1001,19,0,446,4,32,0.2106,0.2326,0.2096,0.2181,9.38,11.86,19,0,0
19,19,S3,BASELINE,1,1001,21,0,467,4,32,0.2082,0.2285,0.194,0.2125,11.52,11.94,21,0,0
20,20,S3,BASELINE,1,1001,20,0,487,4,32,0.2048,0.2076,0.2602,0.2169,11.23,11.67,20,0,0
21,21,S3,BASELINE,1,1001,32,0,519,4,32,0.273,0.2035,0.1441,0.2229,18.24,11.58,32,0,0
22,22,S3,BASELINE,1,1001,26,0,545,4,32,0.2845,0.2552,0.1481,0.247,14.61,12.18,26,0,0
23,23,S3,BASELINE,1,1001,30,0,575,4,32,0.2453,0.2074,0.2841,0.2398,16.73,11.6,30,0,0
24,24,S3,BASELINE,1,1001,30,0,605,4,32,0.2455,0.2122,0.2259,0.2299,18.77,11.8,30,0,0
25,25,S3,BASELINE,1,1001,14,0,619,4,32,0.206,0.2242,0.1128,0.1937,6.76,11.96,14,0,0
26,26,S3,BASELINE,1,1001,18,0,637,4,32,0.4762,0.1952,0.2123,0.3251,13.72,11.6,18,0,0
27,27,S3,BASELINE,1,1001,14,0,651,4,32,0.2212,0.188,0.1364,0.1926,5.48,11.3,14,0,0
28,28,S3,BASELINE,1,1001,53,0,704,4,32,0.486,0.4874,0.3344,0.4562,32.28,15.36,53,0,0
29,29,S3,BASELINE,1,1001,50,0,754,4,32,0.4976,0.5083,0.1809,0.438,27.13,15.66,50,0,0
30,30,S3,BASELINE,1,1001,49,0,803,4,32,0.5129,0.5487,0.2311,0.4691,26.59,16.23,49,0,0
31,31,S3,BASELINE,1,1001,50,0,853,4,32,0.5331,0.54,0.3019,0.4893,27.86,16.18,50,0,0
32,32,S3,BASELINE,1,1001,52,0,905,4,32,0.5042,0.5136,0.2051,0.4477,30.58,15.82,52,0,0
33,33,S3,BASELINE,1,1001,45,0,950,4,32,0.4908,0.4857,0.2656,0.444,24.78,15.48,45,0,0
34,34,S3,BASELINE,1,1001,55,0,1005,4,32,0.5105,0.4886,0.2932,0.4594,32.1,15.46,55,0,0
35,35,S3,BASELINE,1,1001,59,0,1064,4,32,0.4992,0.5077,0.2519,0.4527,33.93,15.72,59,0,0
36,36,S3,BASELINE,1,1001,39,0,1103,4,32,0.5173,0.5044,0.17,0.4433,19.22,15.73,39,0,0
37,37,S3,BASELINE,1,1001,55,0,1158,4,32,0.5463,0.5229,0.2219,0.4732,29.93,16.01,55,0,0
38,38,S3,BASELINE,1,1001,52,0,1210,4,32,0.5487,0.4828,0.3068,0.4773,30.53,15.46,52,0,0
39,39,S3,BASELINE,1,1001,45,0,1255,4,32,0.5261,0.4929,0.3015,0.4695,24.78,15.47,45,0,0
40,40,S3,BASELINE,1,1001,49,0,1304,4,32,0.4996,0.4946,0.2731,0.4525,33.66,15.56,49,0,0
41,41,S3,BASELINE,1,1001,50,0,1354,4,32,0.5282,0.4605,0.2492,0.4487,25.59,15.05,50,0,0
42,42,S3,BASELINE,1,1001,50,0,1404,4,32,0.5129,0.5009,0.3312,0.4724,29.61,15.71,50,0,0
43,43,S3,BASELINE,1,1001,38,0,1442,4,32,0.5286,0.4791,0.272,0.46,18.79,15.36,38,0,0
44,44,S3,BASELINE,1,1001,50,0,1492,4,32,0.4927,0.5003,0.2859,0.454,27.42,15.48,50,0,0
45,45,S3,BASELINE,1,1001,47,0,1539,4,32,0.549,0.4707,0.1974,0.4513,26.24,15.48,47,0,0
46,46,S3,BASELINE,1,1001,56,0,1595,4,32,0.5239,0.5047,0.2525,0.4629,31.68,15.7,56,0,0
47,47,S3,BASELINE,1,1001,45,0,1640,4,32,0.4699,0.4698,0.2616,0.4282,27.91,15.44,45,0,0
48,48,S3,BASELINE,1,1001,36,0,1676,4,32,0.5058,0.4865,0.1963,0.4372,21.39,15.6,36,0,0
49,49,S3,BASELINE,1,1001,61,0,1737,4,32,0.7854,0.5274,0.3106,0.6001,30.1,15.93,61,0,0
50,50,S3,BASELINE,1,1001,52,0,1789,4,32,0.7798,0.4968,0.2114,0.567,28.01,15.39,52,0,0
51,51,S3,BASELINE,1,1001,34,0,1823,4,32,0.509,0.5052,0.2099,0.4479,17.17,15.71,34,0,0
52,52,S3,BASELINE,1,1001,43,0,1866,4,32,0.4869,0.4822,0.2643,0.4407,27.97,15.44,43,0,0
53,53,S3,BASELINE,1,1001,57,0,1923,4,32,0.5175,0.4842,0.2956,0.4615,27.14,15.45,57,0,0
54,54,S3,BASELINE,1,1001,40,0,1963,4,32,0.5789,0.4889,0.2619,0.484,25.12,15.34,40,0,0
55,55,S3,BASELINE,1,1001,42,0,2005,4,32,0.5085,0.5116,0.1623,0.4403,25.23,15.75,42,0,0
56,56,S3,BASELINE,1,1001,47,0,2052,4,32,0.5506,0.4792,0.2817,0.4718,26.81,15.41,47,0,0
57,57,S3,BASELINE,1,1001,52,0,2104,4,32,0.4963,0.4907,0.2027,0.4356,29.25,15.33,52,0,0
58,58,S3,BASELINE,1,1001,80,0,2184,4,32,0.8314,0.8795,0.3108,0.7441,44.37,20.97,80,0,0
59,59,S3,BASELINE,1,1001,85,0,2269,4,32,0.8907,0.8688,0.2732,0.7595,52.44,20.51,85,0,0
60,60,S3,BASELINE,1,1001,75,0,2344,4,32,0.898,0.8415,0.2896,0.7566,40.3,20.35,75,0,0
61,61,S3,BASELINE,1,1001,75,0,2419,4,32,0.9261,0.8865,0.2509,0.7772,39.2,20.98,75,0,0
62,62,S3,BASELINE,1,1001,84,0,2503,4,32,0.9476,0.8109,0.3681,0.7838,46.54,19.68,84,0,0
63,63,S3,BASELINE,1,1001,92,0,2595,4,32,0.8722,0.8737,0.3905,0.7764,55.46,20.82,92,0,0
64,64,S3,BASELINE,1,1001,82,0,2677,4,32,0.9159,0.8643,0.3298,0.7806,46.92,20.67,82,0,0
65,65,S3,BASELINE,1,1001,86,0,2763,4,32,1,0.8429,0.3068,0.8064,52.74,20.26,86,0,0
66,66,S3,BASELINE,1,1001,92,0,2855,4,32,0.9592,0.8291,0.3012,0.7821,47.8,20.07,92,0,0
67,67,S3,BASELINE,1,1001,75,0,2930,4,32,0.9038,0.8456,0.2618,0.755,43.73,20.25,75,0,0
68,68,S3,BASELINE,1,1001,86,0,3016,4,32,1,0.8318,0.2581,0.7927,48.67,20.31,86,0,0
69,69,S3,BASELINE,1,1001,81,0,3097,4,32,0.9414,0.812,0.2468,0.7572,43.15,19.94,81,0,0
70,70,S3,BASELINE,1,1001,87,0,3184,4,32,0.8678,0.8446,0.3504,0.7562,49.47,20.13,87,0,0
71,71,S3,BASELINE,1,1001,77,0,3261,4,32,0.8651,0.8622,0.2953,0.7501,45.04,20.54,77,0,0
72,72,S3,BASELINE,1,1001,82,0,3343,4,32,0.855,0.8142,0.3121,0.7322,47.08,19.96,82,0,0
73,73,S3,BASELINE,1,1001,80,0,3423,4,32,1,0.8391,0.3025,0.8042,44.11,20.41,80,0,0
