step,sim_time_sec,scenario_id,run_id,random_seed,wci,workload_intensity_cw,resource_allocation_cores,decision,action,prev_cores,prev_batch_size,prev_cpu_util,prev_vr,updated_cores,updated_batch_size,overhead_cost_sec,trigger_reason
12,15.93,S3,11,1011,0.1876,0.2007324925752904,12,TRIGGER_ADAPTATION,SCALE_UP,10,32,5,0.13470298875206901,12,32,1.25,High complexity (WCI=0.19 >= 0.65) or CPU saturation (5.0% >= 0.82%)
16,21.24,S3,11,1011,0.1907,0.19418446189465272,14,TRIGGER_ADAPTATION,SCALE_UP,12,32,6.503064449086843,0.12801700880672998,14,32,1.25,High complexity (WCI=0.19 >= 0.65) or CPU saturation (6.5% >= 0.82%)
20,26.55,S3,11,1011,0.2287,0.21830055942708462,16,TRIGGER_ADAPTATION,SCALE_UP,14,32,5,0.2772147867168638,16,32,1.25,High complexity (WCI=0.23 >= 0.65) or CPU saturation (5.0% >= 0.82%)
58,66.37,S3,11,1011,0.7465,0.8878800813995865,16,TRIGGER_ADAPTATION,ADJUST_PARAMETERS,16,32,10.736512808052513,0.27053652635461645,16,24,0.3,"Data intensity elevated (Dw=0.84 >= 0.7), throttling batch size"
62,70.73,S3,11,1011,0.7044,0.8540239644989249,16,TRIGGER_ADAPTATION,ADJUST_PARAMETERS,16,24,14.172337288902936,0.08526099676921432,16,16,0.3,"Data intensity elevated (Dw=0.87 >= 0.7), throttling batch size"
0,0,S3,12,1012,0.2248,0.2239100501046512,6,TRIGGER_ADAPTATION,SCALE_UP,4,32,12.655089168504954,0.22601207190858943,6,32,1.25,High complexity (WCI=0.22 >= 0.65) or CPU saturation (12.7% >= 0.82%)
4,5.31,S3,12,1012,0.2255,0.21630040334978934,8,TRIGGER_ADAPTATION,SCALE_UP,6,32,6.393532463635516,0.2869085785466523,8,32,1.25,High complexity (WCI=0.23 >= 0.65) or CPU saturation (6.4% >= 0.82%)
8,10.62,S3,12,1012,0.1852,0.18703292287858575,10,TRIGGER_ADAPTATION,SCALE_UP,8,32,5,0.15805887371800953,10,32,1.25,High complexity (WCI=0.19 >= 0.65) or CPU saturation (5.0% >= 0.82%)
12,15.93,S3,12,1012,0.2071,0.23332004385884547,12,TRIGGER_ADAPTATION,SCALE_UP,10,32,5.278045657251916,0.12736633089049598,12,32,1.25,High complexity (WCI=0.21 >= 0.65) or CPU saturation (5.3% >= 0.82%)
16,21.24,S3,12,1012,0.1956,0.2194371196068087,14,TRIGGER_ADAPTATION,SCALE_UP,12,32,5.757487993736928,0.1675982890476001,14,32,1.25,High complexity (WCI=0.20 >= 0.65) or CPU saturation (5.8% >= 0.82%)
20,26.55,S3,12,1012,0.1913,0.1807491150284141,16,TRIGGER_ADAPTATION,SCALE_UP,14,32,5,0.21624139441949902,16,32,1.25,High complexity (WCI=0.19 >= 0.65) or CPU saturation (5.0% >= 0.82%)
58,66.37,S3,12,1012,0.7491,0.8893653200180822,16,TRIGGER_ADAPTATION,ADJUST_PARAMETERS,16,32,8.185085227538819,0.19537757121216626,16,24,0.3,"Data intensity elevated (Dw=0.89 >= 0.7), throttling batch size"
62,70.73,S3,12,1012,0.7055,0.8526043106606869,16,TRIGGER_ADAPTATION,ADJUST_PARAMETERS,16,24,12.472628352498782,0.1763308741618865,16,16,0.3,"Data intensity elevated (Dw=0.82 >= 0.7), throttling batch size"
0,0,S3,13,1013,0.2056,0.2022701985824188,6,TRIGGER_ADAPTATION,SCALE_UP,4,32,13.489040108394388,0.16696891617598356,6,32,1.25,High complexity (WCI=0.21 >= 0.65) or CPU saturation (13.5% >= 0.82%)
4,5.31,S3,13,1013,0.2027,0.20232587217198642,8,TRIGGER_ADAPTATION,SCALE_UP,6,32,9.146735073380853,0.2059725143904454,8,32,1.25,High complexity (WCI=0.20 >= 0.65) or CPU saturation (9.1% >= 0.82%)
8,10.62,S3,13,1013,0.2051,0.1893337504928603,10,TRIGGER_ADAPTATION,SCALE_UP,8,32,9.504822938764024,0.22296897947801472,10,32,1.25,High complexity (WCI=0.21 >= 0.65) or CPU saturation (9.5% >= 0.82%)
12,15.93,S3,13,1013,0.2049,0.2276426117676757,12,TRIGGER_ADAPTATION,SCALE_UP,10,32,6.932755227133934,0.17867105762337362,12,32,1.25,High complexity (WCI=0.20 >= 0.65) or CPU saturation (6.9% >= 0.82%)
16,21.24,S3,13,1013,0.1962,0.21454325212994652,14,TRIGGER_ADAPTATION,SCALE_UP,12,32,5,0.15865119847799497,14,32,1.25,High complexity (WCI=0.20 >= 0.65) or CPU saturation (5.0% >= 0.82%)
20,26.55,S3,13,1013,0.1838,0.21214164705971425,16,TRIGGER_ADAPTATION,SCALE_UP,14,32,5,0.07639401441205082,16,32,1.25,High complexity (WCI=0.18 >= 0.65) or CPU saturation (5.0% >= 0.82%)
58,66.37,S3,13,1013,0.7547,0.9217173014731582,16,TRIGGER_ADAPTATION,ADJUST_PARAMETERS,16,32,9.77190369346074,0.20659263405536546,16,24,0.3,"Data intensity elevated (Dw=0.85 >= 0.7), throttling batch size"
62,70.73,S3,13,1013,0.7214,0.8808942681647659,16,TRIGGER_ADAPTATION,ADJUST_PARAMETERS,16,24,12.828507388506392,0.1602776480453627,16,16,0.3,"Data intensity elevated (Dw=0.84 >= 0.7), throttling batch size"
0,0,S3,14,1014,0.2136,0.2385675048224007,6,TRIGGER_ADAPTATION,SCALE_UP,4,32,12.01370929114803,0.17524405262376544,6,32,1.25,High complexity (WCI=0.21 >= 0.65) or CPU saturation (12.0% >= 0.82%)
4,5.31,S3,14,1014,0.2123,0.23596330586470238,8,TRIGGER_ADAPTATION,SCALE_UP,6,32,8.671448056038143,0.1649422906556237,8,32,1.25,High complexity (WCI=0.21 >= 0.65) or CPU saturation (8.7% >= 0.82%)
8,10.62,S3,14,1014,0.1924,0.21256924800629043,10,TRIGGER_ADAPTATION,SCALE_UP,8,32,7.095755537569354,0.14844775243454644,10,32,1.25,High complexity (WCI=0.19 >= 0.65) or CPU saturation (7.1% >= 0.82%)
12,15.93,S3,14,1014,0.1887,0.18936146757954578,12,TRIGGER_ADAPTATION,SCALE_UP,10,32,6.360450061579871,0.15012918029142688,12,32,1.25,High complexity (WCI=0.19 >= 0.65) or CPU saturation (6.4% >= 0.82%)
16,21.24,S3,14,1014,0.2105,0.2271478390817465,14,TRIGGER_ADAPTATION,SCALE_UP,12,32,5,0.16381185782240792,14,32,1.25,High complexity (WCI=0.21 >= 0.65) or CPU saturation (5.0% >= 0.82%)
20,26.55,S3,14,1014,0.2235,0.23275646038683417,16,TRIGGER_ADAPTATION,SCALE_UP,14,32,5,0.14308289806648317,16,32,1.25,High complexity (WCI=0.22 >= 0.65) or CPU saturation (5.0% >= 0.82%)
58,66.37,S3,14,1014,0.7424,0.8884865852865136,16,TRIGGER_ADAPTATION,ADJUST_PARAMETERS,16,32,10.195478839523384,0.2033724465385728,16,24,0.3,"Data intensity elevated (Dw=0.86 >= 0.7), throttling batch size"
62,70.73,S3,14,1014,0.7359,0.8731576753872015,16,TRIGGER_ADAPTATION,ADJUST_PARAMETERS,16,24,11.3428745453381,0.16354332762702395,16,16,0.3,"Data intensity elevated (Dw=0.89 >= 0.7), throttling batch size"
0,0,S3,15,1015,0.1991,0.19419095726521013,6,TRIGGER_ADAPTATION,SCALE_UP,4,32,17.020725691017276,0.18537188264085774,6,32,1.25,High complexity (WCI=0.20 >= 0.65) or CPU saturation (17.0% >= 0.82%)
4,5.31,S3,15,1015,0.212,0.21073461880021296,8,TRIGGER_ADAPTATION,SCALE_UP,6,32,12.368461869430943,0.21396525112820497,8,32,1.25,High complexity (WCI=0.21 >= 0.65) or CPU saturation (12.4% >= 0.82%)
8,10.62,S3,15,1015,0.2207,0.22731562875422723,10,TRIGGER_ADAPTATION,SCALE_UP,8,32,5,0.22906670399580167,10,32,1.25,High complexity (WCI=0.22 >= 0.65) or CPU saturation (5.0% >= 0.82%)
12,15.93,S3,15,1015,0.2067,0.2175708171557559,12,TRIGGER_ADAPTATION,SCALE_UP,10,32,7.62986031850939,0.20544460364443196,12,32,1.25,High complexity (WCI=0.21 >= 0.65) or CPU saturation (7.6% >= 0.82%)
16,21.24,S3,15,1015,0.2406,0.3046939265258478,14,TRIGGER_ADAPTATION,SCALE_UP,12,32,6.625062586624318,0.14827643567946466,14,32,1.25,High complexity (WCI=0.24 >= 0.65) or CPU saturation (6.6% >= 0.82%)
20,26.55,S3,15,1015,0.2089,0.22025005306000375,16,TRIGGER_ADAPTATION,SCALE_UP,14,32,5,0.1717085102837856,16,32,1.25,High complexity (WCI=0.21 >= 0.65) or CPU saturation (5.0% >= 0.82%)
58,66.37,S3,15,1015,0.7469,0.9177671214077006,16,TRIGGER_ADAPTATION,ADJUST_PARAMETERS,16,32,11.383363931864139,0.17941609725525215,16,24,0.3,"Data intensity elevated (Dw=0.85 >= 0.7), throttling batch size"
62,70.73,S3,15,1015,0.7429,0.9196135808838846,16,TRIGGER_ADAPTATION,ADJUST_PARAMETERS,16,24,16.05696992572426,0.17261177663879912,16,16,0.3,"Data intensity elevated (Dw=0.84 >= 0.7), throttling batch size"
0,0,S3,16,1016,0.2281,0.252407573582346,6,TRIGGER_ADAPTATION,SCALE_UP,4,32,14.207133896409315,0.18925682250362139,6,32,1.25,High complexity (WCI=0.23 >= 0.65) or CPU saturation (14.2% >= 0.82%)
4,5.31,S3,16,1016,0.2029,0.23111752967373614,8,TRIGGER_ADAPTATION,SCALE_UP,6,32,11.03398578264813,0.18869093260071673,8,32,1.25,High complexity (WCI=0.20 >= 0.65) or CPU saturation (11.0% >= 0.82%)
8,10.62,S3,16,1016,0.2053,0.22267795737344118,10,TRIGGER_ADAPTATION,SCALE_UP,8,32,5,0.19799543072212955,10,32,1.25,High complexity (WCI=0.21 >= 0.65) or CPU saturation (5.0% >= 0.82%)
12,15.93,S3,16,1016,0.1972,0.2258864701780516,12,TRIGGER_ADAPTATION,SCALE_UP,10,32,9.38259898940027,0.1500656047288841,12,32,1.25,High complexity (WCI=0.20 >= 0.65) or CPU saturation (9.4% >= 0.82%)
16,21.24,S3,16,1016,0.2041,0.20515924168443753,14,TRIGGER_ADAPTATION,SCALE_UP,12,32,7.308535428956787,0.1667874792544658,14,32,1.25,High complexity (WCI=0.20 >= 0.65) or CPU saturation (7.3% >= 0.82%)
20,26.55,S3,16,1016,0.1975,0.2267172331476143,16,TRIGGER_ADAPTATION,SCALE_UP,14,32,5,0.10673800156709706,16,32,1.25,High complexity (WCI=0.20 >= 0.65) or CPU saturation (5.0% >= 0.82%)
58,66.37,S3,16,1016,0.7261,0.8542808498259941,16,TRIGGER_ADAPTATION,ADJUST_PARAMETERS,16,32,10.4046214282694,0.19727743108189247,16,24,0.3,"Data intensity elevated (Dw=0.86 >= 0.7), throttling batch size"
62,70.73,S3,16,1016,0.7898,1,16,TRIGGER_ADAPTATION,ADJUST_PARAMETERS,16,24,11.410209802202898,0.21750202298163535,16,16,0.3,"Data intensity elevated (Dw=0.85 >= 0.7), throttling batch size"
0,0,S3,17,1017,0.1939,0.19796453491746735,6,TRIGGER_ADAPTATION,SCALE_UP,4,32,12.470414146351585,0.15436762706802218,6,32,1.25,High complexity (WCI=0.19 >= 0.65) or CPU saturation (12.5% >= 0.82%)
4,5.31,S3,17,1017,0.2267,0.24708353320855383,8,TRIGGER_ADAPTATION,SCALE_UP,6,32,8.90538009405316,0.18179405520739253,8,32,1.25,High complexity (WCI=0.23 >= 0.65) or CPU saturation (8.9% >= 0.82%)
8,10.62,S3,17,1017,0.22,0.2539574482673534,10,TRIGGER_ADAPTATION,SCALE_UP,8,32,5.435748518095191,0.21662678035175126,10,32,1.25,High complexity (WCI=0.22 >= 0.65) or CPU saturation (5.4% >= 0.82%)
12,15.93,S3,17,1017,0.1932,0.2048488439699034,12,TRIGGER_ADAPTATION,SCALE_UP,10,32,6.986603511090821,0.12552627355162238,12,32,1.25,High complexity (WCI=0.19 >= 0.65) or CPU saturation (7.0% >= 0.82%)
16,21.24,S3,17,1017,0.1984,0.20777406815845761,14,TRIGGER_ADAPTATION,SCALE_UP,12,32,5.688028943484562,0.1305300995845941,14,32,1.25,High complexity (WCI=0.20 >= 0.65) or CPU saturation (5.7% >= 0.82%)
20,26.55,S3,17,1017,0.2206,0.26374644786061574,16,TRIGGER_ADAPTATION,SCALE_UP,14,32,5,0.15775887400050956,16,32,1.25,High complexity (WCI=0.22 >= 0.65) or CPU saturation (5.0% >= 0.82%)
58,66.37,S3,17,1017,0.7397,0.8857838711413544,16,TRIGGER_ADAPTATION,ADJUST_PARAMETERS,16,32,13.024792714133019,0.20235883255005768,16,24,0.3,"Data intensity elevated (Dw=0.86 >= 0.7), throttling batch size"
62,70.73,S3,17,1017,0.7087,0.8386709637320152,16,TRIGGER_ADAPTATION,ADJUST_PARAMETERS,16,24,12.990358209350342,0.1673586983077571,16,16,0.3,"Data intensity elevated (Dw=0.85 >= 0.7), throttling batch size"
0,0,S3,18,1018,0.2276,0.22757478570546355,6,TRIGGER_ADAPTATION,SCALE_UP,4,32,19.90751897431134,0.21810958339207023,6,32,1.25,High complexity (WCI=0.23 >= 0.65) or CPU saturation (19.9% >= 0.82%)
4,5.31,S3,18,1018,0.2226,0.238794697235066,8,TRIGGER_ADAPTATION,SCALE_UP,6,32,5.910534278138348,0.2247933418614637,8,32,1.25,High complexity (WCI=0.22 >= 0.65) or CPU saturation (5.9% >= 0.82%)
8,10.62,S3,18,1018,0.1587,0.14892817939448827,10,TRIGGER_ADAPTATION,SCALE_UP,8,32,5.010520131600412,0.1348962096885772,10,32,1.25,High complexity (WCI=0.16 >= 0.65) or CPU saturation (5.0% >= 0.82%)
12,15.93,S3,18,1018,0.194,0.19939291720912028,12,TRIGGER_ADAPTATION,SCALE_UP,10,32,5,0.18218733574311458,12,32,1.25,High complexity (WCI=0.19 >= 0.65) or CPU saturation (5.0% >= 0.82%)
16,21.24,S3,18,1018,0.1869,0.19917019496028812,14,TRIGGER_ADAPTATION,SCALE_UP,12,32,5,0.07651312363726799,14,32,1.25,High complexity (WCI=0.19 >= 0.65) or CPU saturation (5.0% >= 0.82%)
20,26.55,S3,18,1018,0.2076,0.21939320054798758,16,TRIGGER_ADAPTATION,SCALE_UP,14,32,5,0.15931635353098098,16,32,1.25,High complexity (WCI=0.21 >= 0.65) or CPU saturation (5.0% >= 0.82%)
58,66.37,S3,18,1018,0.7372,0.8979464114551741,16,TRIGGER_ADAPTATION,ADJUST_PARAMETERS,16,32,10.82019128484496,0.1636010958151845,16,24,0.3,"Data intensity elevated (Dw=0.86 >= 0.7), throttling batch size"
62,70.73,S3,18,1018,0.7327,0.8845566502546838,16,TRIGGER_ADAPTATION,ADJUST_PARAMETERS,16,24,16.986991024696263,0.22805983687928838,16,16,0.3,"Data intensity elevated (Dw=0.83 >= 0.7), throttling batch size"
0,0,S3,19,1019,0.211,0.22672770361771255,6,TRIGGER_ADAPTATION,SCALE_UP,4,32,7.830893609541034,0.1564869175368275,6,32,1.25,High complexity (WCI=0.21 >= 0.65) or CPU saturation (7.8% >= 0.82%)
4,5.31,S3,19,1019,0.1931,0.2027275730110255,8,TRIGGER_ADAPTATION,SCALE_UP,6,32,8.02159584551215,0.16874441435895626,8,32,1.25,High complexity (WCI=0.19 >= 0.65) or CPU saturation (8.0% >= 0.82%)
8,10.62,S3,19,1019,0.199,0.23003452154447038,10,TRIGGER_ADAPTATION,SCALE_UP,8,32,5,0.08625265314346967,10,32,1.25,High complexity (WCI=0.20 >= 0.65) or CPU saturation (5.0% >= 0.82%)
12,15.93,S3,19,1019,0.2008,0.2155697959243719,12,TRIGGER_ADAPTATION,SCALE_UP,10,32,5,0.16855946507253938,12,32,1.25,High complexity (WCI=0.20 >= 0.65) or CPU saturation (5.0% >= 0.82%)
16,21.24,S3,19,1019,0.2148,0.25647317893945637,14,TRIGGER_ADAPTATION,SCALE_UP,12,32,5,0.14346208766417398,14,32,1.25,High complexity (WCI=0.21 >= 0.65) or CPU saturation (5.0% >= 0.82%)
20,26.55,S3,19,1019,0.1821,0.20407827022511066,16,TRIGGER_ADAPTATION,SCALE_UP,14,32,5,0.13685604517016184,16,32,1.25,High complexity (WCI=0.18 >= 0.65) or CPU saturation (5.0% >= 0.82%)
58,66.37,S3,19,1019,0.7324,0.8681168317052272,16,TRIGGER_ADAPTATION,ADJUST_PARAMETERS,16,32,17.165791496045244,0.2550612234176107,16,24,0.3,"Data intensity elevated (Dw=0.83 >= 0.7), throttling batch size"
62,70.73,S3,19,1019,0.7237,0.8610575649712275,16,TRIGGER_ADAPTATION,ADJUST_PARAMETERS,16,24,10.089002716030738,0.21578860985725504,16,16,0.3,"Data intensity elevated (Dw=0.84 >= 0.7), throttling batch size"
0,0,S3,20,1020,0.2027,0.22310605004436265,6,TRIGGER_ADAPTATION,SCALE_UP,4,32,11.593856973615635,0.1575661408406624,6,32,1.25,High complexity (WCI=0.20 >= 0.65) or CPU saturation (11.6% >= 0.82%)
4,5.31,S3,20,1020,0.2057,0.21358429505107526,8,TRIGGER_ADAPTATION,SCALE_UP,6,32,5,0.1961283744083958,8,32,1.25,High complexity (WCI=0.21 >= 0.65) or CPU saturation (5.0% >= 0.82%)
8,10.62,S3,20,1020,0.196,0.18722247797499106,10,TRIGGER_ADAPTATION,SCALE_UP,8,32,5,0.18266653329528448,10,32,1.25,High complexity (WCI=0.20 >= 0.65) or CPU saturation (5.0% >= 0.82%)
12,15.93,S3,20,1020,0.208,0.19878861242286117,12,TRIGGER_ADAPTATION,SCALE_UP,10,32,5,0.2050827027992939,12,32,1.25,High complexity (WCI=0.21 >= 0.65) or CPU saturation (5.0% >= 0.82%)
16,21.24,S3,20,1020,0.2168,0.2238731100273204,14,TRIGGER_ADAPTATION,SCALE_UP,12,32,5,0.23052713919860543,14,32,1.25,High complexity (WCI=0.22 >= 0.65) or CPU saturation (5.0% >= 0.82%)
20,26.55,S3,20,1020,0.1825,0.198460509777214,16,TRIGGER_ADAPTATION,SCALE_UP,14,32,5,0.10254923296483344,16,32,1.25,High complexity (WCI=0.18 >= 0.65) or CPU saturation (5.0% >= 0.82%)
58,66.37,S3,20,1020,0.7264,0.870923384456306,16,TRIGGER_ADAPTATION,ADJUST_PARAMETERS,16,32,15.852708668129797,0.1635630647916258,16,24,0.3,"Data intensity elevated (Dw=0.86 >= 0.7), throttling batch size"
62,70.73,S3,20,1020,0.766,1,16,TRIGGER_ADAPTATION,ADJUST_PARAMETERS,16,24,11.598069873022379,0.15223015366715145,16,16,0.3,"Data intensity elevated (Dw=0.82 >= 0.7), throttling batch size"
0,0,S3,21,1021,0.1842,0.20701053720610463,6,TRIGGER_ADAPTATION,SCALE_UP,4,32,15.997073061205288,0.1487715061782059,6,32,1.25,High complexity (WCI=0.18 >= 0.65) or CPU saturation (16.0% >= 0.82%)
4,5.31,S3,21,1021,0.2289,0.25427292865002254,8,TRIGGER_ADAPTATION,SCALE_UP,6,32,12.366655226670773,0.20740985474062182,8,32,1.25,High complexity (WCI=0.23 >= 0.65) or CPU saturation (12.4% >= 0.82%)
8,10.62,S3,21,1021,0.1798,0.19389496731818492,10,TRIGGER_ADAPTATION,SCALE_UP,8,32,5,0.14301484466357953,10,32,1.25,High complexity (WCI=0.18 >= 0.65) or CPU saturation (5.0% >= 0.82%)
12,15.93,S3,21,1021,0.195,0.21884239083460916,12,TRIGGER_ADAPTATION,SCALE_UP,10,32,6.807442613738168,0.15964918660378158,12,32,1.25,High complexity (WCI=0.20 >= 0.65) or CPU saturation (6.8% >= 0.82%)
16,21.24,S3,21,1021,0.2199,0.2412478147999786,14,TRIGGER_ADAPTATION,SCALE_UP,12,32,5,0.21339010730014754,14,32,1.25,High complexity (WCI=0.22 >= 0.65) or CPU saturation (5.0% >= 0.82%)
20,26.55,S3,21,1021,0.1656,0.1699764566378028,16,TRIGGER_ADAPTATION,SCALE_UP,14,32,5,0.15299502447074154,16,32,1.25,High complexity (WCI=0.17 >= 0.65) or CPU saturation (5.0% >= 0.82%)
58,66.37,S3,21,1021,0.7197,0.8811544572973445,16,TRIGGER_ADAPTATION,ADJUST_PARAMETERS,16,32,11.884242190039988,0.16634322842260088,16,24,0.3,"Data intensity elevated (Dw=0.83 >= 0.7), throttling batch size"
62,70.73,S3,21,1021,0.6947,0.8075997740676794,16,TRIGGER_ADAPTATION,ADJUST_PARAMETERS,16,24,13.046000125458795,0.1761681117707898,16,16,0.3,"Data intensity elevated (Dw=0.85 >= 0.7), throttling batch size"
0,0,S3,22,1022,0.2137,0.2027446221792047,6,TRIGGER_ADAPTATION,SCALE_UP,4,32,14.479065651372085,0.24703623460770463,6,32,1.25,High complexity (WCI=0.21 >= 0.65) or CPU saturation (14.5% >= 0.82%)
4,5.31,S3,22,1022,0.1967,0.20585120413710778,8,TRIGGER_ADAPTATION,SCALE_UP,6,32,14.223421828998864,0.19722130382136882,8,32,1.25,High complexity (WCI=0.20 >= 0.65) or CPU saturation (14.2% >= 0.82%)
8,10.62,S3,22,1022,0.3075,0.4518492938592107,10,TRIGGER_ADAPTATION,SCALE_UP,8,32,5.326933189168637,0.16059308297068992,10,32,1.25,High complexity (WCI=0.31 >= 0.65) or CPU saturation (5.3% >= 0.82%)
12,15.93,S3,22,1022,0.1915,0.22495026168101206,12,TRIGGER_ADAPTATION,SCALE_UP,10,32,5,0.12796469323772597,12,32,1.25,High complexity (WCI=0.19 >= 0.65) or CPU saturation (5.0% >= 0.82%)
16,21.24,S3,22,1022,0.2173,0.21522687607793614,14,TRIGGER_ADAPTATION,SCALE_UP,12,32,5,0.20848106561023283,14,32,1.25,High complexity (WCI=0.22 >= 0.65) or CPU saturation (5.0% >= 0.82%)
20,26.55,S3,22,1022,0.2362,0.2725397492683643,16,TRIGGER_ADAPTATION,SCALE_UP,14,32,5,0.19911982415995977,16,32,1.25,High complexity (WCI=0.24 >= 0.65) or CPU saturation (5.0% >= 0.82%)
58,66.37,S3,22,1022,0.7004,0.8465783399068357,16,TRIGGER_ADAPTATION,ADJUST_PARAMETERS,16,32,9.004631637979399,0.15494876248571426,16,24,0.3,"Data intensity elevated (Dw=0.82 >= 0.7), throttling batch size"
62,70.73,S3,22,1022,0.7311,0.878420800764973,16,TRIGGER_ADAPTATION,ADJUST_PARAMETERS,16,24,13.946838273412338,0.16583111688464047,16,16,0.3,"Data intensity elevated (Dw=0.86 >= 0.7), throttling batch size"
0,0,S3,23,1023,0.2412,0.2632102257625201,6,TRIGGER_ADAPTATION,SCALE_UP,4,32,13.268839320612107,0.21982042075179,6,32,1.25,High complexity (WCI=0.24 >= 0.65) or CPU saturation (13.3% >= 0.82%)
4,5.31,S3,23,1023,0.2096,0.21080699609571135,8,TRIGGER_ADAPTATION,SCALE_UP,6,32,10.73434153377455,0.18071282768322489,8,32,1.25,High complexity (WCI=0.21 >= 0.65) or CPU saturation (10.7% >= 0.82%)
8,10.62,S3,23,1023,0.179,0.1820653347104748,10,TRIGGER_ADAPTATION,SCALE_UP,8,32,6.113449353262624,0.12625147777264872,10,32,1.25,High complexity (WCI=0.18 >= 0.65) or CPU saturation (6.1% >= 0.82%)
12,15.93,S3,23,1023,0.208,0.22417905914352243,12,TRIGGER_ADAPTATION,SCALE_UP,10,32,5,0.1517142612009151,12,32,1.25,High complexity (WCI=0.21 >= 0.65) or CPU saturation (5.0% >= 0.82%)
16,21.24,S3,23,1023,0.1982,0.2006605854294019,14,TRIGGER_ADAPTATION,SCALE_UP,12,32,5,0.19239574978410307,14,32,1.25,High complexity (WCI=0.20 >= 0.65) or CPU saturation (5.0% >= 0.82%)
20,26.55,S3,23,1023,0.1818,0.1870563856424367,16,TRIGGER_ADAPTATION,SCALE_UP,14,32,5,0.12291980084706092,16,32,1.25,High complexity (WCI=0.18 >= 0.65) or CPU saturation (5.0% >= 0.82%)
58,66.37,S3,23,1023,0.7267,0.8286443793158044,16,TRIGGER_ADAPTATION,ADJUST_PARAMETERS,16,32,15.876541080437345,0.23591563160089604,16,24,0.3,"Data intensity elevated (Dw=0.88 >= 0.7), throttling batch size"
62,70.73,S3,23,1023,0.732,0.8828480400299918,16,TRIGGER_ADAPTATION,ADJUST_PARAMETERS,16,24,16.809238816338933,0.22984179047960088,16,16,0.3,"Data intensity elevated (Dw=0.82 >= 0.7), throttling batch size"
0,0,S3,24,1024,0.224,0.2135241235593731,6,TRIGGER_ADAPTATION,SCALE_UP,4,32,15.309510036217155,0.23757788398753116,6,32,1.25,High complexity (WCI=0.22 >= 0.65) or CPU saturation (15.3% >= 0.82%)
4,5.31,S3,24,1024,0.209,0.2288639475995003,8,TRIGGER_ADAPTATION,SCALE_UP,6,32,7.229441341492618,0.1870264360687337,8,32,1.25,High complexity (WCI=0.21 >= 0.65) or CPU saturation (7.2% >= 0.82%)
8,10.62,S3,24,1024,0.1947,0.21477103131302017,10,TRIGGER_ADAPTATION,SCALE_UP,8,32,5.063237452946483,0.14919503218773045,10,32,1.25,High complexity (WCI=0.19 >= 0.65) or CPU saturation (5.1% >= 0.82%)
12,15.93,S3,24,1024,0.2108,0.24294735103209925,12,TRIGGER_ADAPTATION,SCALE_UP,10,32,5,0.17002682789867207,12,32,1.25,High complexity (WCI=0.21 >= 0.65) or CPU saturation (5.0% >= 0.82%)
16,21.24,S3,24,1024,0.1953,0.20304506884808202,14,TRIGGER_ADAPTATION,SCALE_UP,12,32,5,0.16669787028374147,14,32,1.25,High complexity (WCI=0.20 >= 0.65) or CPU saturation (5.0% >= 0.82%)
20,26.55,S3,24,1024,0.2,0.19997804626096524,16,TRIGGER_ADAPTATION,SCALE_UP,14,32,5,0.12699194760693047,16,32,1.25,High complexity (WCI=0.20 >= 0.65) or CPU saturation (5.0% >= 0.82%)
58,66.37,S3,24,1024,0.7265,0.8651521220936778,16,TRIGGER_ADAPTATION,ADJUST_PARAMETERS,16,32,11.40605866972745,0.22039017320937085,16,24,0.3,"Data intensity elevated (Dw=0.84 >= 0.7), throttling batch size"
62,70.73,S3,24,1024,0.7166,0.8929620778806976,16,TRIGGER_ADAPTATION,ADJUST_PARAMETERS,16,24,7.9640530121808215,0.15346088945163963,16,16,0.3,"Data intensity elevated (Dw=0.81 >= 0.7), throttling batch size"
0,0,S3,25,1025,0.1971,0.2078902386060422,6,TRIGGER_ADAPTATION,SCALE_UP,4,32,13.713786239101486,0.11231346250869079,6,32,1.25,High complexity (WCI=0.20 >= 0.65) or CPU saturation (13.7% >= 0.82%)
4,5.31,S3,25,1025,0.199,0.22046723280432054,8,TRIGGER_ADAPTATION,SCALE_UP,6,32,7.166568050283666,0.1237543053453137,8,32,1.25,High complexity (WCI=0.20 >= 0.65) or CPU saturation (7.2% >= 0.82%)
8,10.62,S3,25,1025,0.2152,0.25403141344835833,10,TRIGGER_ADAPTATION,SCALE_UP,8,32,5,0.21262503937011865,10,32,1.25,High complexity (WCI=0.22 >= 0.65) or CPU saturation (5.0% >= 0.82%)
12,15.93,S3,25,1025,0.1976,0.20523313863964773,12,TRIGGER_ADAPTATION,SCALE_UP,10,32,5,0.1574471748559251,12,32,1.25,High complexity (WCI=0.20 >= 0.65) or CPU saturation (5.0% >= 0.82%)
16,21.24,S3,25,1025,0.215,0.2400785025452297,14,TRIGGER_ADAPTATION,SCALE_UP,12,32,6.015745045279519,0.1845008074222768,14,32,1.25,High complexity (WCI=0.21 >= 0.65) or CPU saturation (6.0% >= 0.82%)
20,26.55,S3,25,1025,0.1918,0.19704448987012058,16,TRIGGER_ADAPTATION,SCALE_UP,14,32,5,0.18940781194175602,16,32,1.25,High complexity (WCI=0.19 >= 0.65) or CPU saturation (5.0% >= 0.82%)
